7497006437,2017/11/08,09:57:13
7497005584,2017/11/08,09:57:16
7497000223,2017/11/08,09:57:22
7497007288,2017/11/08,09:57:26
7497007306,2017/11/08,09:57:28
7497008805,2017/11/08,09:57:30
7497007640,2017/11/08,09:57:44
7497005442,2017/11/08,09:59:57
7497005453,2017/11/08,10:00:00
7497002805,2017/11/08,10:00:55
7497002102,2017/11/08,10:01:04
7497008537,2017/11/08,10:01:07
7497008048,2017/11/08,10:01:11
7497008653,2017/11/08,10:01:13
7497000611,2017/11/08,10:02:06
7497001409,2017/11/08,10:02:13
7497008745,2017/11/08,10:02:17
7497007524,2017/11/08,10:02:39
7497005378,2017/11/08,10:04:02
7497001409,2017/11/08,10:04:29
7497003756,2017/11/08,10:04:33
7497000976,2017/11/08,10:04:39
7497007725,2017/11/08,10:04:41
7497008653,2017/11/08,10:05:50
7497008537,2017/11/08,10:05:54
7497001209,2017/11/08,10:05:58
7497008048,2017/11/08,10:06:18
7497000611,2017/11/08,10:07:40
7497000469,2017/11/08,10:08:02
7411000301,2017/11/08,10:09:04
7497004772,2017/11/08,10:09:42
9399019621,2017/11/08,10:10:20
7497004563,2017/11/08,10:10:23
7497000858,2017/11/08,10:10:54
7497000862,2017/11/08,10:10:55
7497007461,2017/11/08,10:11:01
7497008238,2017/11/08,10:11:02
7497007407,2017/11/08,10:11:05
7497008305,2017/11/08,10:11:08
7401015327,2017/11/08,10:11:13
7497004641,2017/11/08,10:12:05
7497001094,2017/11/08,10:12:20
7497007831,2017/11/08,10:12:34
7497006387,2017/11/08,10:12:48
7497003561,2017/11/08,10:13:32
7497004315,2017/11/08,10:15:32
7497007976,2017/11/08,10:15:36
7411007281,2017/11/08,10:16:28
7411006980,2017/11/08,10:16:34
7411006979,2017/11/08,10:16:37
7497008552,2017/11/08,10:17:08
7497006889,2017/11/08,10:17:37
7401008448,2017/11/08,10:19:10
9399019585,2017/11/08,10:19:22
7497000703,2017/11/08,10:21:37
9399019590,2017/11/08,10:21:41
7497001831,2017/11/08,10:22:55
7401015561,2017/11/08,10:23:21
7497005368,2017/11/08,10:23:49
7497002386,2017/11/08,10:24:55
7497002207,2017/11/08,10:26:26
7497006475,2017/11/08,10:27:53
7497006479,2017/11/08,10:27:56
9399019050,2017/11/08,10:29:12
7411006742,2017/11/08,10:30:09
7411006741,2017/11/08,10:30:12
7411006779,2017/11/08,10:31:02
7497007894,2017/11/08,10:32:13
7497007899,2017/11/08,10:32:17
7497008581,2017/11/08,10:33:46
7497008373,2017/11/08,10:35:04
9399019479,2017/11/08,10:35:09
7497003703,2017/11/08,10:35:34
7411007133,2017/11/08,10:38:42
7497005121,2017/11/08,10:40:49
