7497000797,2017/11/08,11:14:10
7497001793,2017/11/08,11:14:14
7497001142,2017/11/08,11:14:16
7497008678,2017/11/08,11:14:27
7497000611,2017/11/08,11:14:57
7401008451,2017/11/08,11:15:04
7497006626,2017/11/08,11:15:10
7401008450,2017/11/08,11:15:14
7497000297,2017/11/08,11:15:26
7497000081,2017/11/08,11:15:34
7497002215,2017/11/08,11:15:39
7497004329,2017/11/08,11:15:43
9399019940,2017/11/08,11:15:46
7497005522,2017/11/08,11:15:54
7497000943,2017/11/08,11:16:04
7497005531,2017/11/08,11:16:06
7497002857,2017/11/08,11:16:15
7497004419,2017/11/08,11:17:26
7497000811,2017/11/08,11:17:35
7411006742,2017/11/08,11:17:51
7497007831,2017/11/08,11:17:56
7411006741,2017/11/08,11:18:00
9399019451,2017/11/08,11:18:03
7497008806,2017/11/08,11:18:17
7497005159,2017/11/08,11:18:29
7401015561,2017/11/08,11:19:29
7497006669,2017/11/08,11:19:34
7497005979,2017/11/08,11:20:01
29232714326329,2017/11/08,11:20:17
7411000445,2017/11/08,11:20:18
7497007602,2017/11/08,11:20:44
7497000148,2017/11/08,11:21:16
7497007640,2017/11/08,11:21:59
7497001409,2017/11/08,11:22:57
7497004482,2017/11/08,11:23:22
7497003756,2017/11/08,11:24:16
7497007725,2017/11/08,11:24:19
9399019590,2017/11/08,11:24:22
7497000976,2017/11/08,11:24:24
7497001336,2017/11/08,11:24:29
7497001337,2017/11/08,11:24:31
7411006984,2017/11/08,11:24:38
7497001472,2017/11/08,11:25:00
7497005750,2017/11/08,11:25:11
7411007184,2017/11/08,11:25:38
7497002504,2017/11/08,11:25:41
7497006964,2017/11/08,11:25:57
7497002903,2017/11/08,11:26:00
7497001863,2017/11/08,11:26:05
7497007618,2017/11/08,11:26:07
7497002160,2017/11/08,11:26:10
7497002528,2017/11/08,11:26:12
9399020095,2017/11/08,11:26:17
7411007287,2017/11/08,11:26:37
7411007289,2017/11/08,11:26:39
7497001209,2017/11/08,11:26:50
7497006963,2017/11/08,11:27:04
7411000263,2017/11/08,11:27:26
7497007899,2017/11/08,11:27:40
7497007894,2017/11/08,11:27:42
9399019363,2017/11/08,11:28:32
7497001451,2017/11/08,11:28:45
7497005368,2017/11/08,11:29:29
7497008443,2017/11/08,11:29:34
7401016051,2017/11/08,11:29:41
7497008013,2017/11/08,11:30:08
7411007235,2017/11/08,11:30:32
7497004772,2017/11/08,11:30:40
7497008068,2017/11/08,11:31:03
7497008223,2017/11/08,11:31:05
7401008521,2017/11/08,11:32:11
7497008097,2017/11/08,11:32:18
7497008083,2017/11/08,11:32:22
7497008581,2017/11/08,11:33:21
7497003801,2017/11/08,11:34:00
7401015399,2017/11/08,11:34:06
7497004641,2017/11/08,11:34:15
7497001209,2017/11/08,11:34:47
7411006825,2017/11/08,11:35:17
7497001472,2017/11/08,11:35:20
7497005024,2017/11/08,11:35:23
7411000301,2017/11/08,11:35:27
7497008901,2017/11/08,11:36:31
7497001351,2017/11/08,11:36:50
7497005407,2017/11/08,11:38:09
7497002678,2017/11/08,11:39:13
7497005121,2017/11/08,11:39:27
7497004118,2017/11/08,11:39:57
7497004248,2017/11/08,11:40:00
7497005308,2017/11/08,11:40:05
7497006112,2017/11/08,11:40:09
7497006163,2017/11/08,11:40:11
7497003473,2017/11/08,11:40:16
7497001866,2017/11/08,11:40:59
7401015418,2017/11/08,11:41:39
9399018854,2017/11/08,11:41:56
7497004977,2017/11/08,11:42:30
7497003437,2017/11/08,11:43:47
7411007374,2017/11/08,11:44:19
7401016364,2017/11/08,11:47:07
7497005894,2017/11/08,11:52:56
7497008868,2017/11/08,11:58:15
9399020405,2017/11/08,11:58:20
7497007023,2017/11/08,11:58:36
7497003364,2017/11/08,12:00:08
7497003434,2017/11/08,12:03:25
7497002710,2017/11/08,12:05:44
7497005525,2017/11/08,12:06:15
7497004570,2017/11/08,12:06:52
7497003568,2017/11/08,12:09:53
7497000170,2017/11/08,12:10:02
7497007807,2017/11/08,12:12:40
