9399018756,2017/11/08,16:03:46
9399018803,2017/11/08,16:12:30
7497005954,2017/11/08,16:12:33
7497006512,2017/11/08,16:12:35
7497003683,2017/11/08,16:12:38
7497001545,2017/11/08,16:12:39
7497001025,2017/11/08,16:12:40
7497007078,2017/11/08,16:12:42
7497002913,2017/11/08,16:12:44
7497002958,2017/11/08,16:12:48
7497007554,2017/11/08,16:12:50
7497001943,2017/11/08,16:12:53
7497000336,2017/11/08,16:12:54
7497006715,2017/11/08,16:12:56
7497003225,2017/11/08,16:12:57
7497003568,2017/11/08,16:12:58
7497001584,2017/11/08,16:13:00
7497003907,2017/11/08,16:13:03
7497003307,2017/11/08,16:13:05
7497000703,2017/11/08,16:13:08
7497004209,2017/11/08,16:13:11
7497005742,2017/11/08,16:13:12
7497003507,2017/11/08,16:13:14
7497000638,2017/11/08,16:13:15
7497008824,2017/11/08,16:13:17
7497005894,2017/11/08,16:13:18
7497008680,2017/11/08,16:13:19
7497001425,2017/11/08,16:13:20
7497004098,2017/11/08,16:13:22
7497008250,2017/11/08,16:13:24
7497002925,2017/11/08,16:13:26
7401016429,2017/11/08,16:13:29
7497001397,2017/11/08,16:13:32
7497003201,2017/11/08,16:13:35
7497001503,2017/11/08,16:13:37
7497001507,2017/11/08,16:13:39
7401016423,2017/11/08,16:13:41
7497003096,2017/11/08,16:13:43
7497008945,2017/11/08,16:13:47
7497005277,2017/11/08,16:13:50
7497008937,2017/11/08,16:13:56
9399018836,2017/11/08,16:14:00
7411006803,2017/11/08,16:14:05
7497007640,2017/11/08,16:14:13
7497001142,2017/11/08,16:14:23
7497001142,2017/11/08,16:14:24
7497007177,2017/11/08,16:14:28
7497004640,2017/11/08,16:14:36
7497008734,2017/11/08,16:14:52
7401016422,2017/11/08,16:14:55
7497007173,2017/11/08,16:15:10
29767228832219,2017/11/08,16:15:44
7497008888,2017/11/08,16:15:44
7497004440,2017/11/08,16:15:47
7497008891,2017/11/08,16:15:48
7497006008,2017/11/08,16:15:57
9399019451,2017/11/08,16:16:20
7497001037,2017/11/08,16:16:25
7497002812,2017/11/08,16:17:15
9399019411,2017/11/08,16:17:34
7497002890,2017/11/08,16:17:38
7497003561,2017/11/08,16:17:45
7497003561,2017/11/08,16:17:48
7497003561,2017/11/08,16:17:49
7497007938,2017/11/08,16:18:02
7411000341,2017/11/08,16:19:40
7497006467,2017/11/08,16:19:43
7497004583,2017/11/08,16:20:01
7497004583,2017/11/08,16:20:05
7497004137,2017/11/08,16:23:02
7497002678,2017/11/08,16:23:04
7497002678,2017/11/08,16:23:05
7497008128,2017/11/08,16:23:36
7497007668,2017/11/08,16:24:04
7497005310,2017/11/08,16:24:09
7497000611,2017/11/08,16:24:19
7497006258,2017/11/08,16:26:42
7497008643,2017/11/08,16:27:32
7497008643,2017/11/08,16:27:33
7411000301,2017/11/08,16:27:57
7497001351,2017/11/08,16:29:04
7401015561,2017/11/08,16:29:28
29932523129319,2017/11/08,16:29:32
7401015561,2017/11/08,16:29:37
7401015561,2017/11/08,16:29:37
7497000797,2017/11/08,16:30:14
7497006887,2017/11/08,16:30:21
7497005998,2017/11/08,16:30:26
7497005035,2017/11/08,16:30:30
7497004981,2017/11/08,16:30:38
7497004981,2017/11/08,16:30:39
7497007390,2017/11/08,16:30:42
7497007407,2017/11/08,16:32:33
7497007461,2017/11/08,16:32:38
7497008238,2017/11/08,16:32:40
7497002257,2017/11/08,16:33:25
7497000750,2017/11/08,16:34:47
7497007171,2017/11/08,16:38:26
7497007524,2017/11/08,16:42:04
7497004662,2017/11/08,16:45:43
7497004641,2017/11/08,16:48:29
7497002099,2017/11/08,16:49:47
7497001451,2017/11/08,16:54:34
7497000672,2017/11/08,16:54:36
7497008590,2017/11/08,16:58:43
7497004345,2017/11/08,16:58:46
